datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,snow,snowdepth,windgust,solarradiation,uvindex,sunriseEpoch,sunsetEpoch,moonphase,conditions,description,icon,source,City,Temp_Range,Heat_Index,Severity_Score,Day_of_Week,Is_Weekend,Health_Risk_Score,sunset_hour,sunrise_hour,sunrise_minute
1726062364.733066,78.20397960243879,64.21641639088193,67.46167161339119,77.99591907491522,63.22507697523547,67.34310525711014,58.06004564441975,73.83463129986765,0.0,0.0,17.663476635456377,269.633102219707,9.268120825272426,1726043432.5511384,1726116311.2338364,0.2730044689148428,Clear,Clear conditions throughout the day.,clear-day,fcst,Los Angeles,14.896935099510817,71.93264968575518,3.3670275241708025,Wednesday,False,9.879711681913117,19,6,33
1726927931.2081127,67.7363354213685,64.75940604328564,65.13958497614499,67.68008242635793,64.37603340731427,67.01171072991711,58.02679013563288,69.40207142277535,0.0,0.0,6.0505228760644245,259.7395729315301,8.990071973267861,1726891593.2438164,1726987802.2577631,0.6144099512866174,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,fcst,San Diego,3.1201780754418214,73.70912370204213,2.53298341424024,Saturday,True,9.193803191738676,18,6,36
1725695512.2970924,86.69721259127483,70.5750071351539,77.08216204967324,88.5669208318557,68.73827830077111,79.18855686062099,66.00026507785213,66.35874108421524,0.0,0.0,33.3599860675661,192.1731410625873,8.88241187065472,1725736835.3944864,1725736043.4088345,0.1267210860382688,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,comb,Houston,17.981180799104873,79.34104942164744,5.15811158141505,Saturday,True,11.46698329100801,19,7,2
1725694468.6129422,107.79739975192568,90.2103799001459,99.85168441977252,103.62228923807662,87.03945547688816,96.1300021372092,52.84879526436102,22.37728983331801,0.0,0.0,25.95294135349144,266.4335633860015,8.839298829480171,1725686693.8671916,1725713657.4019196,0.160664293899744,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,comb,Phoenix,14.436923984027809,96.68416213196674,4.3839687241147445,Saturday,True,10.58597666472105,18,6,6
1725727201.0903692,106.3542841760214,90.49568483280096,97.40923803719778,102.6896839823648,88.85344042813067,95.5659471863718,49.40867774755398,21.88483893334476,0.0,0.0,26.846086122093404,254.03535826506305,8.843724759441784,1725750972.2752392,1725841083.6166277,0.1535287923787906,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,comb,Phoenix,14.587441425796015,96.026892152475,4.392185827839651,Saturday,True,10.546954280531466,18,6,6
1726668768.1517522,77.07205254503017,56.549983095358186,64.22157022066376,75.8400728848577,57.100243564668055,64.68181341281168,50.56664634567591,59.23101828595055,0.0,0.0,8.654586045089696,236.5940176981808,7.888700018459342,1726697062.9908056,1726753775.0383668,0.5010311579758199,Clear,Becoming cloudy in the afternoon.,clear-day,fcst,San Jose,19.259099608853496,78.24111046989464,2.578715798018519,Wednesday,False,9.248320685244664,19,6,52
1725885290.553352,81.79275978603229,60.2405541406288,70.4904625898551,81.33085794179088,61.02942607764424,69.58242225119086,53.945348210804646,59.56283128357839,0.0,0.0,10.879400971903014,271.37581627260613,5.866752455091089,1725941882.366875,1726031083.581071,0.2678886129095533,Clear,Clear conditions throughout the day.,clear-day,fcst,Philadelphia,22.374882480590088,75.63224129365092,2.283267382176835,Tuesday,False,8.974147268852272,19,6,37
1726024327.943564,87.17646131648637,70.85040984570934,76.33074112348055,91.63419247575126,70.5691723720426,79.63730174348534,70.47986889980848,75.99698673836467,0.0,0.0,16.803103091209223,143.56180122668314,5.134799381960892,1726065466.5786085,1726103275.318673,0.255882783238566,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,fcst,Dallas,14.870704572759392,80.34608517530737,2.7331781460694047,Wednesday,False,9.959746348109576,19,7,8
1726229650.696047,81.68320997183916,60.31268499753048,68.0495296055199,79.99826067434758,58.26793201368082,67.62458387054657,55.70133823839853,64.17969572990962,0.0,0.0,17.10027541180655,265.9605806907412,8.387747891294458,1726313720.0465133,1726371806.0285566,0.3793521549290003,Clear,Clear conditions throughout the day.,clear-day,fcst,San Jose,21.07745231526017,76.05786425586892,3.212917880589832,Saturday,True,9.482667664546227,19,6,49
1725876118.0992358,81.41793947236877,75.32144719538321,79.18222928108169,87.53847310288215,75.89494900039519,80.27251062547494,72.3247150551595,81.5958331090971,0.0,0.0,17.998991822767753,211.8271318337381,5.963177136665196,1725974187.6677945,1726038237.878726,0.2529868068691569,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain.,rain,fcst,Houston,6.362109359196962,80.62345705923143,2.9749234534735827,Tuesday,False,10.414168268332292,19,7,3
1725921739.2499485,83.30125362856424,60.89816878894103,70.02315607024951,80.59090986776141,59.336777847522605,69.75143890136752,54.82589617075614,59.52188945800384,0.0,0.0,10.77497030946568,264.96552023469565,5.966058579756077,1725992738.407835,1726064179.2585812,0.2465026488994909,Clear,Clear conditions throughout the day.,clear-day,fcst,Philadelphia,21.62307943674253,75.41211393336623,2.33402606424897,Tuesday,False,9.019820151262314,19,6,37
1725939605.8165448,81.47739713625141,76.04981532232595,80.0482880364942,88.55935661468939,75.18810774044552,81.72121819089928,71.50163315866241,81.92739904794911,0.0,0.0,17.436681030894366,216.01165050887312,5.723055845718749,1725957611.946981,1725988287.1630828,0.2270394615890116,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain.,rain,fcst,Houston,5.743698773973661,80.91828869070125,2.9742101962683183,Tuesday,False,10.472771023087224,19,7,3
1726446911.7382498,87.50042513688864,73.57090733044019,77.43874751951012,86.62632442927763,72.43748803949707,79.1560100773073,58.89419619866943,52.82668169744768,0.0,0.0,16.83265517186716,133.69564359195434,6.862073827684341,1726424275.0418437,1726534996.191893,0.454024666722041,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,fcst,Chicago,17.353909134822427,80.66888376371783,2.967428588048346,Monday,False,9.485465003738929,18,6,32
1726569073.6580057,85.75605102100312,69.80387072420041,77.10268068987166,84.03194869366642,67.33261017010467,76.699614418773,48.66158201320481,36.34159494137212,0.0,0.0,17.14532446820676,207.0571170076496,6.75838275906006,1726681582.6405318,1726689788.7984705,0.5440990518564676,Clear,Clear conditions throughout the day.,clear-day,fcst,Chicago,19.08003271869124,78.42708462924219,3.0768745171454284,Wednesday,False,8.903141675073304,18,6,34
1725714232.4797175,91.81871773906111,74.65653834380711,81.3233834414348,89.54368326395077,73.02788035339763,80.64256946905012,58.92077669270317,51.49864282389755,0.0,0.0,28.65072610524013,295.0914304287528,9.12125823276654,1725751484.5543897,1725716948.7250862,0.1707506031618691,Clear,Clear conditions throughout the day.,clear-day,comb,San Antonio,17.7152496327687,82.56202017957476,4.731846486990977,Saturday,True,10.624194473542882,19,7,14
1726443520.3080666,81.87577579233333,63.2037245026479,70.49231402751033,80.1042299997745,61.60322534548529,69.1196677596207,44.44955995167818,40.427781054240825,0.0,0.0,7.682082103534209,266.75087129090343,9.288209478892313,1726430140.7693973,1726515278.572177,0.4615192902525769,Clear,Clear conditions throughout the day.,clear-day,fcst,Los Angeles,18.735888599755707,77.24061046675233,2.597978328192555,Monday,False,8.85686152119603,18,6,37
1725797130.3832686,86.67723799129098,75.2469768972818,79.44462633121697,89.70673429133049,75.01483260756267,82.12919018898228,64.94708539907917,61.89879265064019,0.0,0.0,17.526527228828694,244.7623421550082,7.8388524923681775,1725800727.4976482,1725855499.0401082,0.1835927610837726,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,fcst,San Diego,9.255317944801028,83.7355918382652,3.3496695278201867,Sunday,True,10.260751799090787,19,6,28
1726610150.552007,88.13164638864136,77.5465605005833,81.50062011196408,95.05402026927476,76.90836794542557,86.75712968543633,71.39829158192727,74.88388029428957,0.0,0.0,15.890451660259156,239.4094658722286,6.969731193756009,1726626363.7967253,1726694143.7229817,0.5282717695065676,Clear,Clear conditions throughout the day with storms possible.,clear-day,fcst,Houston,11.250216442082971,86.332872012544,3.034098775160296,Wednesday,False,10.93309466219551,19,7,8
1726098560.3688834,83.38699366772579,68.39265595630135,76.17887577677251,83.53900505741849,65.79024079744404,75.95401107645118,59.02978412946677,56.48648800458812,0.0,0.0,13.65493585665105,240.8950920512378,6.962961878443875,1726182722.7856872,1726186881.902732,0.323917064513946,Clear,Clear conditions throughout the day.,clear-day,fcst,Chicago,17.28536313256889,77.57359019090073,2.8223628689769846,Thursday,False,9.42415183694654,19,6,28
1726479044.3464608,95.03438872158512,76.02690426499801,84.56823647976675,94.921804689625,75.37330353381107,85.75174048571688,64.60723146640713,52.740883580879725,0.0,0.0,21.31024285929461,267.87705951071075,8.101871400455583,1726533485.4738328,1726560551.7598505,0.4479629817509596,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,fcst,San Antonio,20.227444903689893,85.10286796867952,3.839574656799543,Monday,False,10.76814725668508,19,7,19
1726622522.1237533,88.25313652873214,67.70798403677172,76.47972272223554,84.74928843840311,68.92872972244807,76.86425454894804,49.23054907530102,39.68244227777411,0.0,0.0,16.66192705321001,211.4160818658968,7.015698328739696,1726628918.5971675,1726746854.1941118,0.5473360505469461,Clear,Clear conditions throughout the day.,clear-day,fcst,Chicago,19.177757577875184,78.63164492399677,3.1644546232101214,Wednesday,False,8.985948888702563,18,6,34
1725785186.639397,90.21266578225767,60.28291834960648,74.1894484957121,86.9672444530837,59.378557656582274,72.38917822408379,58.25353242024224,64.05335796702128,0.0,0.0,13.382928104234708,281.72806706988774,9.315195597587689,1725753756.3522706,1725948004.2118013,0.1841788869247597,Clear,Clear conditions throughout the day.,clear-day,fcst,San Jose,27.731662377308403,76.60989340694125,3.112320895389893,Sunday,True,9.619857540806214,19,6,44
1726386787.5617564,81.05174763343564,67.56665830330368,74.54224012468917,80.67855333321813,67.18487293523651,74.67601988286722,56.577117954731904,54.65764791672987,0.0,0.0,12.032278144507448,102.4120930843756,4.888324256155916,1726409046.1779122,1726473606.6466174,0.4340656433441965,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,fcst,Chicago,10.64809014304802,77.1035119381216,2.281498359208609,Sunday,True,8.959846773705072,18,6,31
1726589344.5226965,98.63241419749173,82.47900278811566,90.62765427917024,92.0685927750138,81.23091132822832,85.80689108931294,38.32039441777276,15.334713624457857,0.0,0.0,15.470844424539033,271.3985855094593,9.134094155515442,1726623683.2354658,1726686303.7198231,0.5221141187099051,Clear,Clear conditions throughout the day.,clear-day,fcst,Phoenix,15.039822654575737,86.61368998180347,3.3475822666455395,Wednesday,False,9.157376927080607,18,6,14
1726307896.3558297,90.36383815352816,77.7477005768213,82.95738646653619,100.17283072455572,76.77299740306253,87.35723019341239,75.9848028399095,81.00170243000352,0.0,0.0,10.395065294443794,259.54708666651527,7.911271195286956,1726347698.1692977,1726401304.2099276,0.3921850742562618,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,fcst,Houston,10.277958645757476,88.75487957543935,2.630560797660891,Saturday,True,11.078716961422778,19,7,5
1726694080.1283588,96.74478608063994,82.42276823467961,89.03912768264188,93.02966043349215,81.11273512063308,85.3945579024909,26.2618136710011,14.393863849369552,0.0,0.0,11.506613819422563,272.06346775855644,8.761213541257417,1726746774.114665,1726783809.1569998,0.5357382788415361,Clear,Clear conditions throughout the day.,clear-day,fcst,Phoenix,15.2125666006115,85.44778061316697,3.074399832560495,Thursday,False,8.807795562977592,18,6,14
1725902783.3210742,82.50419624065708,61.12807356481623,71.82059066453897,81.01905891188265,61.46149834974471,73.69277913361887,52.3987116401318,48.27854816437829,0.0,0.0,13.160091883318014,253.52300418410545,7.212662486849362,1726027733.3008215,1725987106.8297317,0.2661862275471929,Clear,Clear conditions throughout the day.,clear-day,fcst,Chicago,20.48801803487035,78.49700788635366,2.5965324931332474,Tuesday,False,9.034051431968646,19,6,26
1725654383.9317555,75.49688130542387,61.52880006183315,69.37136796565636,77.14214312456528,61.88746146925665,69.87263765481457,62.71698607048415,79.19082232799181,0.0,0.0,20.222635009484552,100.76571138301274,5.279267976890681,1725767109.907202,1725774606.7730737,0.1622968008953134,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,comb,Philadelphia,14.680506044298356,70.84033024806776,3.1121700046899403,Saturday,True,9.595471771087151,19,6,34
1725982107.9756403,79.94214908505175,58.39885607095812,67.19770027313375,81.0409645265291,57.69304056547097,66.7322856595005,58.1810005364268,69.31969135649419,0.0,0.0,18.5971624500943,268.7819862772474,9.061115865803677,1726034123.07742,1726074220.8557448,0.2527630941503076,Clear,Clear conditions throughout the day.,clear-day,fcst,San Jose,19.99548879527396,73.77869731960163,3.523337784216991,Tuesday,False,9.91655856546102,19,6,45
1726582855.5440483,74.86925573039854,55.39112210611473,63.71965728760221,75.39612000102461,54.538502479716094,63.17909505842699,44.80389573707053,51.390273834450966,0.0,0.0,4.490483379359251,263.7285647368593,8.906071790469067,1726681823.3681667,1726688215.185233,0.5352072201661919,Clear,Clear conditions throughout the day.,clear-day,fcst,Los Angeles,17.99057851294461,79.23230706539917,2.355144999486956,Wednesday,False,9.153556205732349,18,6,38
1725795984.1854577,70.57962372536264,50.46125931091168,62.75870551543817,71.7513348882464,50.213691635806114,63.531056850638365,43.69975258445272,56.46560518949181,0.0,0.0,15.964838904430028,258.0499400254523,7.83028440560454,1725759200.0666473,1725852477.7565649,0.1961067896389706,Clear,Clear conditions throughout the day.,clear-day,fcst,Chicago,20.445288486188748,79.92252535338028,3.226332520666084,Sunday,True,9.732137004254778,19,6,24
1726914718.5098534,78.14925291754768,56.34809136469792,65.88559645698807,75.99701003053964,56.843398492228665,66.3130800221945,46.93255049429834,60.29342268766126,0.0,0.0,5.064387699294957,253.20641954456528,8.083567784689967,1726870467.909058,1726986895.8793645,0.6109335897583339,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,fcst,Los Angeles,19.639098373342527,78.26508765816371,2.010196783031252,Saturday,True,8.911240010838743,18,6,40
1726811184.291534,87.1088255236621,71.0670114444737,76.51797744092552,85.5209186304475,70.932301719317,78.85063049021873,59.69787406188205,54.14395334471071,0.0,0.0,14.293335194502372,194.95280496295007,6.682965463968569,1726854470.5513685,1726840729.2826765,0.5757363238192792,Clear,Clear conditions throughout the day.,clear-day,fcst,Chicago,15.296699430673144,79.43264029683944,2.7117605639724265,Friday,False,9.434307718431532,18,6,36
1726644839.6703851,94.07458099460486,76.72145780423871,86.9181336345521,95.02338011085492,78.72151530638371,86.9175931750453,63.36830719702545,49.82739003771746,0.0,0.0,19.9826181308203,257.7582583737503,8.129947203088173,1726686672.9821362,1726652153.7098484,0.5191092099788746,Clear,Clear conditions throughout the day.,clear-day,fcst,Dallas,16.15740992472949,87.83966132162544,3.5119129897078167,Wednesday,False,10.470306336061276,19,7,13
1726192733.7027645,88.46592175667008,70.25179272302111,79.92802963429072,95.55259303813344,71.76824496227896,82.61349668029283,72.69027005657591,77.34920504849022,0.0,0.0,12.80042739030186,263.4405139986809,7.937707184837359,1726239215.56698,1726221629.5043657,0.3251427285559638,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,fcst,Dallas,16.74806316064038,82.53421713082082,2.997044328218158,Friday,False,10.490437055539186,19,7,9
1726574756.1849732,86.08750638781318,71.64939707356515,78.99437041757334,83.7498602179738,72.49575283486324,78.41578238962934,50.67775334829558,39.701163907548384,0.0,0.0,24.406580130712523,206.47472053816864,6.934501531024651,1726522999.808096,1726665190.4421427,0.5164950826007749,Clear,Clear conditions throughout the day.,clear-day,fcst,Chicago,17.582545563684743,78.8069090777919,3.639215127545357,Tuesday,False,9.5843700901584,18,6,33
1726878822.473673,94.37167360040944,81.63446341986274,89.72818064693054,94.63662168056769,84.21374769214037,89.99635749128369,63.02077906308927,42.64168595641184,0.0,0.0,22.196810812978114,195.30783864954856,6.84003657545989,1726891012.7499835,1726947315.411647,0.6168323142993738,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,fcst,Dallas,12.708008322107498,90.8199553618132,3.577446681635696,Saturday,True,10.534036765455216,19,7,15
1726236338.236915,72.87829427175673,63.673380067663736,67.3603697601518,71.06047670090895,63.87069105167855,67.05397049314655,64.15767360333737,88.17535653425695,0.0,0.0,14.186307040271757,264.8195894059411,8.785756800528498,1726323848.5330837,1726341739.0212977,0.3920123008770611,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,fcst,San Diego,7.490704754187793,67.5360198790882,3.2546334862974,Saturday,True,9.490685393540408,18,6,32
1726629107.531313,73.60844113693797,65.6425343402745,70.37394466423197,74.44130183275952,65.87915569631429,69.86459947592287,58.69346105317685,68.49662591208876,0.0,0.0,8.231607357646771,127.27942690759848,3.991332566830719,1726633030.4472508,1726712266.0170107,0.5055762152355087,Overcast,Cloudy skies throughout the day.,cloudy,fcst,New York City,9.569353405722609,73.60339186162312,1.738362587155088,Wednesday,False,8.532778511007765,18,6,40
1725884416.119142,76.90902707088499,50.69228347775502,65.31919947139336,78.32925083055748,51.44225113448811,65.81728214679377,45.10830872739537,49.502078835741536,0.0,0.0,17.031093190292506,313.1971478044943,7.029144448106882,1725849112.3118732,1725972581.3149784,0.2295008079852052,Clear,Clear conditions throughout the day.,clear-day,fcst,Philadelphia,25.001427762099283,78.63004805555016,3.228635373924776,Monday,False,9.546619784292114,19,6,36
1725790030.1104114,84.57959035970202,69.59675939578077,77.54311810470308,85.60057182539556,68.2236631813564,76.28421894758647,61.59802036849252,51.79991214310623,0.0,0.0,21.843498712598382,255.94411452937527,7.986326401339178,1725760741.3118691,1725798503.8659694,0.1879026982177896,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,fcst,Houston,17.225552103631873,78.44840141593912,3.784002319344099,Sunday,True,9.949292143402843,19,7,2
1725753161.3818822,86.21956358422895,69.83160109710205,76.4870908152105,84.54625885566624,71.37462157414707,77.10525138180725,57.281058103099895,51.47419974938696,0.0,0.0,26.176706142669914,296.82332630693605,10.16319011720094,1725705694.9622774,1725685552.2127335,0.1452079596813451,Clear,Clear conditions throughout the day.,clear-day,comb,Dallas,15.999999170504369,78.3083192139337,4.670244004231325,Saturday,True,10.25044840511594,19,7,6
1726374116.4378016,100.6321360745812,81.5979449835125,91.47715366927298,101.47102092304512,80.00514587477586,93.63259931068434,60.08706363147875,34.863235545922805,0.0,0.0,19.465585501846107,258.1250241112257,8.0089292769731,1726398154.540818,1726505649.6676087,0.4407351123684653,Clear,Clear conditions throughout the day.,clear-day,fcst,Phoenix,17.8140695023294,92.67745256676466,3.482806462492741,Sunday,True,10.503867699210568,18,6,12
1726543178.7777555,94.1847430697122,75.72961375150823,85.11534161862099,96.820456637477,77.71382348631779,87.9394288740069,66.26738466271918,54.885313100270544,0.0,0.0,11.642922205638778,226.70339035899167,7.106669127992976,1726544170.8843153,1726638622.3334486,0.5192431871322675,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,fcst,Dallas,16.20621622030318,88.30138886010602,2.516310865970357,Tuesday,False,10.22342939304113,19,7,12
1725759261.0199437,72.54252925224299,54.67467449264591,63.72534862861353,72.06636652732297,55.18240053682933,63.492532657950505,45.87741752186479,57.740122329642006,0.0,0.0,21.248494851799794,280.8135539049338,7.78106604810564,1725791806.2255464,1725797221.233019,0.2010177044251715,Clear,Clear conditions throughout the day.,clear-day,fcst,New York City,16.830785018164228,80.24695927631387,3.61705470045972,Sunday,True,10.00531474762766,19,6,30
1725836122.008644,84.349226597072,75.33117833309267,79.44391801606507,86.80329359700833,73.9702947234493,79.14465825405658,65.60135885637878,62.19993715080653,0.0,0.0,18.99611694985912,285.90553719694805,8.934127819388499,1725897882.815621,1725917325.3387928,0.2230722337120309,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,fcst,San Diego,7.682353889630689,80.58513022800672,3.526641306024008,Monday,False,10.343947503795771,19,6,28
1726787077.534731,85.37610663110782,68.51921724660592,77.36543680021836,86.74663274623795,67.84726623066095,77.07241921903213,61.50526348550672,65.26122330486204,0.0,0.0,14.99388763173893,189.713141667958,7.221142726443296,1726842438.1091225,1726835711.1141891,0.5824156374770826,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,fcst,Philadelphia,16.758067681245723,78.58084666003491,2.8990316331602006,Friday,False,9.774016669354683,19,6,46
1725819086.8618608,80.89928754287403,60.14384072196443,71.55172118460756,81.29455847023216,59.70466401490215,71.64693626145511,51.10374546457432,49.00835231474888,0.0,0.0,14.06183726438364,275.3833421806611,7.144848419495828,1725845223.919356,1725950918.601134,0.2157554319135614,Clear,Clear conditions throughout the day.,clear-day,fcst,Chicago,22.343256431138872,76.3615744181184,2.879392837681808,Monday,False,9.178728170819372,19,6,25
1726376879.0383732,97.44476498508617,79.81449288387631,87.41332257778137,99.1613824583944,82.57932669615154,89.25406800942584,66.46873465402014,49.67483836537223,0.0,0.0,22.22095256383006,258.2874137859358,8.049734420260291,1726477201.097824,1726571351.5613706,0.445080534170198,Clear,Clear conditions throughout the day.,clear-day,fcst,Dallas,18.521263452833395,90.3128048051048,3.778710441943218,Monday,False,10.793493076245053,19,7,11
1726268266.8091433,91.626993846158,76.6490123671466,86.08825368557287,101.9899794434043,76.99105728320697,89.40956626813536,73.07275721301654,68.08671096903646,0.0,0.0,12.86252318151331,260.96034043933975,7.943564931276272,1726316911.2034616,1726385828.4405231,0.3957632675973162,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,fcst,San Antonio,15.86951539677226,91.02975587717538,2.966773803737195,Saturday,True,11.029331468843248,19,7,18
1726211679.798528,101.2744946793241,76.66741188965496,89.21054690097895,97.9713153010105,77.57440146555128,86.2223078032739,42.97214246355029,19.72371770115455,0.0,0.0,14.023367746948884,271.5516652311159,8.860439451655607,1726237740.1053662,1726284027.9044414,0.3595337430816714,Clear,Clear conditions throughout the day.,clear-day,fcst,Phoenix,23.55639226191192,85.42159179733622,3.244899682465297,Friday,False,9.19497141448641,18,6,10
1726832024.6775146,86.16797270274776,70.99598654065322,77.07510532435418,85.71193626021581,71.15592131767552,76.76850112691918,58.59697938046743,52.53615368257473,0.0,0.0,13.78976262041627,187.9593117569631,6.921049587352483,1726782157.106919,1726890370.8288498,0.5899000501319901,Clear,Clear conditions throughout the day.,clear-day,fcst,Chicago,16.200391250413162,78.59834121312072,2.799881238880152,Friday,False,9.37061190241731,18,6,36
1725836437.8788357,86.35156296205845,68.58644566120476,78.2867633592701,88.42110866663907,69.5457875587892,78.62717268768027,59.75294473012245,54.57272712752052,0.0,0.0,18.87952434364104,330.23467208082104,9.09502779583828,1725870607.87098,1725900659.66446,0.242644626514384,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,fcst,Houston,17.531415102464752,79.90234563896483,3.744276151433644,Monday,False,9.996087540126643,19,7,3
1725746872.367022,70.57166970502914,53.95281174602179,63.416133049994514,71.10141219280693,55.40756130850685,63.11126267553984,43.62650379648007,53.11179454311385,0.0,0.0,19.929001139253035,277.59949210460405,7.70442736403669,1725813634.598662,1725820739.8922389,0.2068079358275245,Clear,Clear conditions throughout the day.,clear-day,fcst,New York City,17.70150535104655,79.71421650175476,3.632182681068365,Sunday,True,9.97378285217654,19,6,30
1725731003.5399096,106.08769539902404,91.63554561350088,97.86204258013572,105.0601697277089,89.36985367689535,95.10512769284006,52.20976716636019,17.667681634543627,0.0,0.0,26.33018322505209,256.9061128044165,9.267580906208371,1725692154.3386676,1725760117.4243226,0.1485197163156774,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,comb,Phoenix,15.25158546999925,95.61113363363955,4.317195299506093,Saturday,True,10.466257426267704,18,6,6
1726153738.7292738,93.74842239271264,74.17369963602569,83.16351311194131,96.57987618637917,76.36334107976369,85.76326990814182,70.89302471961292,66.8899310184421,0.0,0.0,13.544200064619496,260.55498650514755,9.184669397317922,1726243207.470015,1726264105.1943774,0.3543643200114305,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,fcst,San Antonio,16.746635598208265,88.21010478839453,3.0170575675001325,Friday,False,10.92519660528404,19,7,17
1725938284.3355536,82.8411045391376,62.24149850066572,72.11547451371426,82.4231144140336,61.81472481507604,71.62991127883768,51.24308686042215,51.65457234333359,0.0,0.0,12.623844376933729,254.77775271386065,7.181252868177566,1725968113.4887424,1726013290.0702426,0.2386000222562274,Clear,Clear conditions throughout the day.,clear-day,fcst,Chicago,20.209942676424767,76.1738608833132,2.7075548993593617,Tuesday,False,9.044310774068268,19,6,26
1726160255.5346675,68.40756678177861,65.49443476068994,67.52176808807697,69.5103271724215,65.53025424114277,67.68384774228964,63.21492435994011,85.96807313149526,0.0,0.0,17.79493325774953,280.36772788185795,9.09161617242041,1726130613.7767208,1726132158.413735,0.3288572420839118,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,fcst,San Diego,5.3323844682430215,68.35872139771612,3.616228862189663,Thursday,False,9.767013113638608,18,6,30
1726436265.2417011,89.08892792121945,71.05601459683956,79.58467033815083,86.51954003883351,71.85077307692994,77.43111700153067,58.95004662268657,52.72065561082938,0.0,0.0,15.57705797837423,133.9157129313776,7.016093260245904,1726533621.3706894,1726564017.2563744,0.4783512881259693,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,fcst,Chicago,17.846812709974703,80.26844471377568,3.033999215931057,Monday,False,9.691672070204806,18,6,32
1725624158.9233117,73.30708239426747,63.96770266772605,69.17124064537688,72.08746984637848,63.23606949673724,67.48086856517178,61.6961547232305,78.8566518492908,0.0,0.0,23.368727621373527,129.252023388513,5.056316317687703,1725693621.002555,1725710942.8777633,0.1447674129571132,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,comb,New York City,10.354693726070698,70.08260833421981,3.2753980848557784,Saturday,True,9.720055310751269,19,6,29
1726101932.8337023,106.11216229718924,81.6382453039462,94.49270154402444,100.54498468790833,79.28111301113418,91.1881098550223,39.63500064891926,16.380823743661562,0.0,0.0,15.244420296077998,269.8905663683316,8.945433782437537,1726052284.1732457,1726026282.6119227,0.3016184809945383,Clear,Clear conditions throughout the day.,clear-day,fcst,Phoenix,24.70134471821297,89.08442191851063,3.317788828209868,Wednesday,False,9.46069208421657,18,6,9
1726586338.909239,75.64005144968772,57.08534831442117,63.90518693857755,76.6795462069873,57.73428948614982,64.22290344407187,45.21906954175026,53.99974740046729,0.0,0.0,5.876653247427701,260.1072497079608,9.315690822727875,1726562114.7836015,1726597791.3638303,0.523712569163245,Clear,Clear conditions throughout the day.,clear-day,fcst,Los Angeles,19.19217886342083,77.58382981786887,2.552159311750319,Tuesday,False,8.999827853382001,18,6,38
1726666702.8135498,96.74469198388196,71.88918635247,83.36547472738772,93.07180793236934,71.19071714205694,83.23205573192521,67.02918048976697,60.70213351180439,0.0,0.0,19.936206388174444,264.7227740138034,7.97935479010297,1726717516.9084566,1726698020.0701792,0.5179979560120425,Clear,Clear conditions throughout the day.,clear-day,fcst,San Antonio,22.64683094856188,86.57438187391693,3.569187733754904,Wednesday,False,10.802981179931685,19,7,20
1725948254.767063,86.68105104098376,67.3928898106678,76.60991794969962,85.51927669498201,68.28749944104516,77.89838072551716,57.97980477390925,52.07795318739791,0.0,0.0,20.22511983805818,273.03487386875537,8.929094449631972,1726027310.778092,1726095842.882141,0.2572641807571219,Clear,Clear conditions throughout the day.,clear-day,fcst,Los Angeles,20.046219795225177,79.08720786851414,3.8328737174008967,Tuesday,False,9.97141557872255,19,6,33
1725716395.7321787,103.29952946250572,74.19271870655491,85.79457799577408,102.6277188525122,75.28996185792376,84.95496871205226,62.44675078483553,48.21325331526511,0.0,0.0,6.278121330154085,268.5084824666136,8.960426441637088,1725758844.105539,1725743102.1850564,0.185200859933705,Clear,Clear conditions throughout the day.,clear-day,comb,Los Angeles,28.359220028890416,88.3971793762334,2.5059159959210136,Saturday,True,9.92819310920486,19,6,31
